"time, data"
"time, data"
"time, data"
"time, data"
"time, data"
"time, data"
"time, data"
"time, data"
"time, data"
1674530419.0042248,184.829580783844
1674530419.5183644,186.14619970321655
1674530420.0219295,5.695807933807373
1674530420.5956035,1206.8897724151611
1674530421.099142,6.0310959815979
1674530421.602747,8.34949016571045
1674530422.106173,3.381502628326416
1674530422.6096675,3.4714579582214355
1674530423.113258,2.894926071166992
1674530423.616725,3.7535905838012695
1674530424.120272,3.7781238555908203
1674530424.623993,5.34825325012207
1674530425.1275756,5.896162986755371
1674530425.6311922,5.716252326965332
1674530426.1348464,6.591272354125977
1674530426.6385057,7.036960124969482
1674530427.1421962,6.971538066864014
1674530427.6459713,8.619356155395508
1674530428.1497507,8.57846736907959
1674530428.6536655,10.810995101928711
1674530429.157582,10.839617252349854
1674530429.6615353,11.55925989151001
1674530430.1654654,11.461126804351807
1674530430.669513,13.40334415435791
1674530431.1737473,16.286003589630127
1674530431.6880362,188.5218381881714
1674530432.20222,184.7764253616333
1674530432.7170315,186.45695447921753
1674530433.2316399,184.7805142402649
1674530433.7462478,184.69873666763306
1674530434.260819,184.30211544036865
1674530434.7754135,184.7805142402649
1674530435.2895854,184.76415872573853
1674530435.8038917,186.49784326553345
1674530436.3179724,185.20984649658203
1674530436.8319635,184.75598096847534
1674530437.3460338,185.29162406921387
1674530437.8603246,186.93126440048218
1674530438.3745804,187.73268461227417
1674530438.8886602,185.20984649658203
1674530439.4028912,185.6759786605835
1674530439.908782,44.71597671508789
1674530440.422826,184.8214030265808
1674530440.9286363,43.85731220245361
1674530441.4342153,39.50674533843994
1674530441.9397101,38.2310152053833
1674530442.4453392,40.03421068191528
1674530442.9595368,186.99668645858765
1674530443.4638302,17.01791286468506
1674530444.0374887,1206.8652391433716
1674530444.5415535,15.321028232574463
1674530445.0454657,13.570988178253174
1674530445.5495267,13.501477241516113
1674530446.0539227,14.818096160888672
1674530446.5580354,13.906276226043701
1674530447.0621262,14.01667594909668
1674530447.5662317,14.327430725097656
1674530448.070436,15.006184577941895
1674530448.5746946,17.030179500579834
1674530449.078893,15.521383285522461
1674530449.5827413,9.985041618347168
1674530450.1563723,1206.9265723228455
1674530450.6603167,12.53650188446045
1674530451.164418,16.06520414352417
1674530451.6686704,16.56813621520996
1674530452.1729257,16.56813621520996
1674530452.6773508,19.84332799911499
1674530453.1813831,13.297033309936523
1674530453.7550092,1206.6567063331604
1674530454.259275,17.504489421844482
1674530454.7634478,14.965295791625977
1674530455.2677479,17.308223247528076
1674530455.771858,14.740407466888428
1674530456.2760415,15.550005435943604
1674530456.7802083,15.124762058258057
1674530457.284365,14.899873733520508
1674530457.7884989,15.333294868469238
1674530458.292786,17.0465350151062
1674530458.7971103,17.901110649108887
1674530459.3014545,17.90519952774048
1674530459.80587,19.73292827606201
1674530460.3794818,1206.730306148529
1674530460.9530804,1206.7221283912659
1674530461.5265677,1206.5054178237915
1674530462.1000154,1206.6771507263184
1674530462.6033592,3.1688809394836426
1674530463.1070976,7.392692565917969
1674530463.680762,1206.930661201477
1674530464.184321,6.198740005493164
1674530464.6879458,6.317317485809326
1674530465.1921191,16.302359104156494
1674530465.7658358,1206.7343950271606
1674530466.270801,30.090057849884033
1674530466.784744,184.7273588180542
1674530467.2989285,186.46104335784912
1674530467.8130138,184.8214030265808
1674530468.3270988,185.119891166687
1674530468.8411338,184.3716263771057
1674530469.3551733,184.38798189163208
1674530469.8693712,186.98033094406128
1674530470.3763497,63.38988542556763
1674530470.8904986,186.51010990142822
1674530471.4046507,186.923086643219
1674530471.91168,65.45068025588989
1674530472.4187238,65.1481032371521
1674530472.932658,184.31029319763184
1674530473.439694,65.05405902862549
1674530474.013315,1206.7466616630554
1674530474.527301,184.80913639068604
1674530475.0412588,185.20166873931885
1674530475.5556104,187.40557432174683
1674530476.0699065,184.85820293426514
1674530476.5839252,184.3307375907898
1674530477.0979774,185.6718897819519
1674530477.6120298,184.90318059921265
1674530478.1261764,186.14619970321655
1674530478.6403832,187.36059665679932
1674530479.1544473,184.8214030265808
1674530479.6685016,184.81322526931763
1674530480.2421367,1206.7671060562134
1674530480.815589,1206.8161725997925
1674530481.3891149,1206.8325281143188
1674530481.9626944,1206.750750541687
1674530482.5362208,1206.7343950271606
1674530483.1096685,1206.7589282989502
1674530483.6148782,35.397422313690186
1674530484.1203012,31.533432006835938
1674530484.6939325,1206.6730618476868
1674530485.2673707,1206.7057728767395
1674530485.8409162,1206.7384839057922
1674530486.3458607,29.460370540618896
1674530486.9193704,1206.799817085266
1674530487.4244282,32.24080801010132
1674530487.9294267,31.365787982940674
1674530488.5030515,1207.2291493415833
1674530489.0082781,33.67191553115845
1674530489.5819302,1206.9061279296875
1674530490.087003,31.979119777679443
1674530490.592116,31.414854526519775
1674530491.0971127,33.4470272064209
1674530491.6023967,33.56560468673706
1674530492.1075993,32.163119316101074
1674530492.612903,33.15262794494629
1674530493.1179543,30.118680000305176
1674530493.6916294,1206.7548394203186
1674530494.26516,1206.5585732460022
1674530494.7701638,31.3535213470459
1674530495.3437924,1206.791639328003
1674530495.8487484,30.572545528411865
1674530496.3536153,29.779303073883057
1674530496.927217,1206.8693280220032
1674530497.500736,1206.7262172698975
1674530498.0248172,359.0730547904968
1674530498.5573242,502.06522941589355
1674530499.0940957,575.7304668426514
1674530499.609401,204.33762073516846
1674530500.1262393,233.1233263015747
1674530500.6998377,1206.7466616630554
1674530501.273387,1206.771194934845
1674530501.8468866,1206.750750541687
1674530502.420408,1206.7425727844238
1674530502.9939418,1206.6526174545288
1674530503.567487,1206.7589282989502
1674530504.1409886,1206.8447947502136
1674530504.6461394,33.49609375
1674530505.219645,1206.9388389587402
1674530505.7931926,1206.6158175468445
1674530506.366698,1206.8039059638977
1674530506.9401205,1206.7957282066345
1674530507.4477413,77.50060558319092
1674530508.0214026,1206.9429278373718
1674530508.5264125,31.38214349746704
1674530509.0315926,34.23209190368652
1674530509.5368657,34.62871313095093
1674530510.1104732,1206.7875504493713
1674530510.6840336,1206.730306148529
1674530511.2575428,1206.812083721161
1674530511.8310893,1206.7875504493713
1674530512.4045937,1206.812083721161
1674530512.9781804,1206.7262172698975
1674530513.5517032,1206.6444396972656
1674530514.125326,1206.8284392356873
1674530514.6302176,30.682945251464844
1674530515.2037647,1206.820261478424
1674530515.7773154,1206.7671060562134
1674530516.3508177,1206.799817085266
